Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC,BsR,Fld,Off,Def,WAR,ADP,playerid
Nathan Mondou,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.234,0.302,0.328,0.63,0.28,79,0,0,0,0,0,999,sa873282
Raymond McDonald,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.234,0.3,0.32,0.62,0.275,76,0,0,0,0,0,999,sa3004173
Dalton Kelly,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.225,0.305,0.388,0.693,0.302,94,0,0,0,0,0,999,sa876363
Jordan Diaz,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.227,0.266,0.364,0.629,0.272,74,0,0,0,0,0,999,sa3003221
Drew Jackson,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.206,0.292,0.339,0.632,0.279,79,0,0,0,0,0,999,17807
Devin Foyle,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.23,0.291,0.374,0.665,0.289,85,0,0,0,0,0,999,sa3007515
Jonah Bride,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.237,0.311,0.371,0.682,0.3,92,0,0,0,0,0,999,sa3007516
Kyle McCann,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.251,0.294,0.545,0.242,54,0,0,-0.1,0,0,999,sa1159677
Logan Davidson,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.267,0.299,0.566,0.252,60,0,0,0,0,0,999,sa918676
Michael Guldberg,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.209,0.257,0.331,0.588,0.257,64,0,0,0,0,0,999,sa3014822
Chase Calabuig,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.227,0.294,0.328,0.622,0.276,76,0,0,0,0,0,999,sa3006927
Tyler Soderstrom,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.238,0.298,0.536,0.235,49,0,0,-0.1,0,0,999,sa3014489
Jeremy Eierman,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.253,0.329,0.582,0.254,62,0,0,0,0,0,999,sa3007005
Cobie Vance,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.266,0.287,0.553,0.247,57,0,0,-0.1,0,0,999,sa3006860
Brett Harris,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.24,0.31,0.55,0.241,53,0,0,-0.1,0,0,999,sa3017293
