Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC,BsR,Fld,Off,Def,WAR,ADP,playerid
DaShawn Keirsey,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.239,0.3,0.539,0.237,46,0,0,-0.1,0,0,999,sa3007301
Aaron Sabato,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.254,0.332,0.586,0.257,60,0,0,0,0,0,999,sa3014494
Daniel Ozoria,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.228,0.257,0.485,0.215,31,0,0,-0.1,0,0,999,sa3003218
William Holland,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.22,0.269,0.489,0.215,31,0,0,-0.1,0,0,999,sa3011204
Gabe Snyder,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.196,0.251,0.328,0.579,0.253,57,0,0,-0.1,0,0,999,sa3006880
Jesus Feliz,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.219,0.282,0.501,0.219,34,0,0,-0.1,0,0,999,sa3002624
Alerick Soularie,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.227,0.258,0.485,0.215,32,0,0,-0.1,0,0,999,sa3014436
Misael Urbina,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.236,0.276,0.512,0.227,39,0,0,-0.1,0,0,999,sa3008743
Keoni Cavaco,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.209,0.236,0.445,0.197,19,0,0,-0.1,0,0,999,sa3010706
Wander Valdez,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.206,0.265,0.472,0.207,26,0,0,-0.1,0,0,999,sa3002626
Willie Garry,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.218,0.254,0.472,0.209,27,0,0,-0.1,0,0,999,sa3007065
Luis Baez,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.147,0.183,0.225,0.408,0.181,8,0,0,-0.1,0,0,999,sa3005747
Rubel Cespedes,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.146,0.173,0.214,0.387,0.17,1,0,0,-0.1,0,0,999,sa3008953
Andrew Bechtold,MIN,3,13,12,3,1,0,0,1,1,1,4,0,0,0,0.216,0.281,0.368,0.649,0.283,77,0,0,-0.4,-0.3,0,999,sa829787
