Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC,BsR,Fld,Off,Def,WAR,ADP,playerid
Juan Martinez,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.245,0.276,0.522,0.231,45,0,0,-0.1,0,0,999,sa502541
Ghordy Santos,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.191,0.232,0.257,0.49,0.218,36,0,0,-0.1,0,0,999,sa3003331
Logan Wyatt,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.28,0.289,0.569,0.256,61,0,0,-0.1,0,0,999,sa3011259
Rodolfo Bone,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.215,0.253,0.468,0.207,29,0,0,-0.1,0,0,999,sa3006424
Yorlis Rodriguez,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.196,0.227,0.271,0.498,0.219,36,0,0,-0.1,0,0,999,sa3007299
Abdiel Layer,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.205,0.251,0.456,0.201,25,0,0,-0.1,0,0,999,sa3007291
Anyesber Sivira,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.228,0.241,0.469,0.21,31,0,0,-0.1,0,0,999,sa3003301
Grant McCray,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.214,0.259,0.472,0.208,30,0,0,-0.1,0,0,999,sa3010042
Kwan Adkins,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.185,0.233,0.282,0.515,0.227,42,0,0,-0.1,0,0,999,sa3007000
Carter Williams,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.192,0.23,0.29,0.519,0.227,42,0,0,-0.1,0,0,999,sa3015126
Edison Mora,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.215,0.237,0.452,0.201,25,0,0,-0.1,0,0,999,sa3007315
Jacob Gonzalez,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.235,0.288,0.523,0.23,44,0,0,-0.1,0,0,999,sa3004691
Harrison Freed,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.225,0.272,0.497,0.219,36,0,0,-0.1,0,0,999,sa3010041
Najee Gaskins,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.185,0.224,0.272,0.496,0.218,36,0,0,-0.1,0,0,999,sa3011262
Luis Toribio,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.244,0.261,0.505,0.227,42,0,0,-0.1,0,0,999,sa3005541
Rayner Santana,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.142,0.177,0.215,0.393,0.174,7,0,0,-0.1,0,0,999,sa3008897
Ronaldo Flores,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.145,0.174,0.203,0.378,0.167,3,0,0,-0.1,0,0,999,sa3009551
Hunter Bishop,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.148,0.204,0.223,0.427,0.193,19,0,0,-0.1,0,0,999,sa3011413
Aeverson Arteaga,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.147,0.169,0.193,0.362,0.16,-2,0,0,-0.1,0,0,999,sa3014707
Garrett Frechette,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.201,0.252,0.453,0.199,23,0,0,-0.1,0,0,999,sa3010636
Alexander Suarez,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.141,0.171,0.208,0.379,0.168,3,0,0,-0.1,0,0,999,sa3008915
Jean Pena,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.149,0.176,0.2,0.376,0.167,3,0,0,-0.1,0,0,999,sa3006192
George Bell,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.157,0.189,0.229,0.418,0.185,14,0,0,-0.1,0,0,999,sa3007067
Dilan Rosario,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.147,0.17,0.197,0.367,0.162,0,0,0,-0.1,0,0,999,sa3010165
Patrick Hilson,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.172,0.205,0.376,0.167,3,0,0,-0.1,0,0,999,sa3007048
