Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Dahian Santos,TOR,0,0,6.23,0,0,0,1,1,1,0,1,1,1.75,5.81,5.45,6.2,0,0,999,sa3015282
Michael Dominguez,TOR,0,0,6.22,0,0,0,1,1,1,0,1,1,1.72,5.63,5.17,6.22,0,0,999,sa3011198
Naswell Paulino,TOR,0,0,6.2,0,0,0,1,1,1,0,1,1,1.78,5.71,5.88,6.35,0,0,999,sa3002998
Edisson Gonzalez,TOR,0,0,6.42,0,0,0,1,1,1,0,1,1,1.76,5.42,5.37,6.38,0,0,999,sa3002979
Rafael Ohashi,TOR,0,0,6.4,0,0,0,1,1,1,0,1,1,1.85,6.22,6.65,6.45,0,0,999,sa3015040
Troy Watson,TOR,0,0,6.48,0,0,0,1,1,1,0,1,1,1.75,4.64,4.86,6.45,0,0,999,sa3007249
Winder Garcia,TOR,0,0,6.43,0,0,0,1,1,1,0,1,1,1.79,5.48,5.76,6.46,0,0,999,sa3009246
Jol Concepcion,TOR,0,0,6.51,0,0,0,1,1,1,0,1,1,1.85,5.27,6.26,6.57,0,0,999,sa3002947
Jared DiCesare,TOR,0,0,6.71,0,0,0,1,1,1,0,1,1,1.83,4.97,5.76,6.67,0,0,999,sa3010624
Felipe Castaneda,TOR,0,0,6.78,0,0,0,1,1,1,0,1,1,1.92,4.73,6.59,6.77,0,0,999,sa3004456
Sergio Caruci,TOR,0,0,6.82,0,0,0,1,1,1,0,1,1,1.94,5.13,6.91,6.86,0,0,999,sa3015448
Jonatan Bernal,TOR,0,0,7.12,0,0,0,1,1,1,0,0,1,1.93,4.05,6.29,7.08,0,0,999,sa3009271
Darwin Cruz,TOR,0,0,7.12,0,0,0,1,1,1,0,1,1,1.94,4.58,6.59,7.1,0,0,999,sa3015978
Fernando Chacon,TOR,0,0,7.29,0,0,0,1,1,1,0,0,1,2.04,4.27,7.37,7.26,0,0,999,sa3009489
Juanfer Castro,TOR,0,0,7.28,0,0,0,1,1,1,0,0,1,2.06,4.31,7.62,7.27,0,0,999,sa3008712
Eliander Alcalde,TOR,0,0,7.36,0,0,0,1,1,1,0,1,1,2.02,4.88,7.39,7.32,0,0,999,sa3016519
Sean Rackoski,TOR,0,0,4.58,0,1,0,1,1,1,0,1,0,1.45,6.93,3.54,4.63,0,0,999,sa3006964
Brandon Eisert,TOR,0,0,4.47,0,1,0,1,1,0,0,1,0,1.42,8.15,3.85,4.63,0,0,999,sa3014798
Fitzpatrick Stadler,TOR,0,0,4.62,0,1,0,1,1,1,0,1,1,1.49,8.05,4.61,4.77,0,0,999,sa876081
Brody Rodning,TOR,0,0,4.61,0,1,0,1,1,1,0,1,0,1.46,7.53,3.98,4.82,0,0,999,sa3004591
Marcus Reyes,TOR,0,0,4.69,0,1,0,1,1,1,0,1,0,1.47,6.89,3.8,4.92,0,0,999,sa3004489
Cre Finfrock,TOR,0,0,4.91,0,1,0,1,1,1,0,1,0,1.48,8.09,4.23,4.93,0,0,999,sa829399
Elvis Luciano,TOR,0,0,4.88,0,1,0,1,1,1,0,1,0,1.5,7.95,4.42,4.93,0,0,999,20632
Curtis Taylor,TOR,0,0,4.88,0,1,0,1,1,1,0,1,0,1.44,8,3.92,4.96,0,0,999,sa917970
Michael Ellenbest,TOR,0,0,4.92,0,1,0,1,1,1,0,1,0,1.48,7.25,3.96,4.96,0,0,999,sa918550
William Ouellette,TOR,0,0,5,0,1,0,1,1,1,0,1,0,1.41,6.97,3.07,5.07,0,0,999,sa921422
Jose Pulido,TOR,0,0,5.04,0,1,0,1,1,1,0,1,0,1.51,7.88,4.44,5.1,0,0,999,sa3006819
Nick Allgeyer,TOR,0,0,4.78,0,1,0,1,1,1,0,1,0,1.45,7.4,3.92,5.02,0,0,999,24486
