Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Adrian Rodriguez,CLE,0,0,7.45,0,1,0,1,1,1,0,1,1,2.18,5.07,9.11,7.57,0,0,999,sa3011577
Frederic Garcia,CLE,0,0,7.42,0,1,0,1,1,1,0,1,1,2.22,4.95,9.55,7.59,0,0,999,sa3006575
Adauri Vicente,CLE,0,0,7.51,0,1,0,1,1,1,0,1,1,2.23,5.1,9.59,7.64,0,0,999,sa3008473
Christian Sosa,CLE,0,0,7.62,0,1,0,1,1,1,0,1,1,2.21,4.64,9.16,7.72,0,0,999,sa3008722
David Flores,CLE,0,0,7.46,0,1,0,1,1,1,0,1,1,2.23,5.1,9.79,7.75,0,0,999,sa3008433
Daniel Figueroa,CLE,0,0,7.44,0,1,0,1,1,1,0,1,1,2.19,5.06,9.36,7.65,0,0,999,sa3007900
Felipito Santos,CLE,0,0,7.79,0,1,0,1,1,1,0,1,1,2.3,4.76,10.17,7.94,0,0,999,sa3010805
Yonaiker Garcia,CLE,0,0,7.89,0,1,0,1,1,1,0,1,1,2.3,5.13,10.27,8.01,0,0,999,sa3008437
Luis Peguero,CLE,0,0,7.89,0,1,0,1,1,1,0,1,1,2.27,4.91,9.88,8.02,0,0,999,sa3005354
Robert Broom,CLE,1,1,4.5,0,22,0,22,21,11,3,20,10,1.42,8.22,4.04,4.7,-0.1,0,999,sa3007235
Logan Allen,CLE,3,4,4.49,3,47,0,61,61,31,9,55,25,1.39,8.05,3.62,4.68,-0.1,0.2,599.2,18555
Justin Garza,CLE,1,1,4.94,0,16,0,16,15,9,3,15,8,1.47,8.57,4.56,5.12,-0.1,0,999,19784
